Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bag/Case closure (product.metafields.shopify.bag-case-closure),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Band strength (product.metafields.shopify.band-strength),Blade material (product.metafields.shopify.blade-material),Board material (product.metafields.shopify.board-material),Board mounting type (product.metafields.shopify.board-mounting-type),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Corrector features (product.metafields.shopify.corrector-features),Desk organizer features (product.metafields.shopify.desk-organizer-features),Envelope features (product.metafields.shopify.envelope-features),Fabric (product.metafields.shopify.fabric),Frame design (product.metafields.shopify.frame-design),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Hardware material (product.metafields.shopify.hardware-material),Ink color (product.metafields.shopify.ink-color),Lead grade (product.metafields.shopify.lead-grade),Marker tip design (product.metafields.shopify.marker-tip-design),Material (product.metafields.shopify.material),Office instrument material (product.metafields.shopify.office-instrument-material),Office supply material (product.metafields.shopify.office-supply-material),Paper size (product.metafields.shopify.paper-size),Paper type (product.metafields.shopify.paper-type),Pen color (product.metafields.shopify.pen-color),Presentation supply features (product.metafields.shopify.presentation-supply-features),Shape (product.metafields.shopify.shape),Spinner type (product.metafields.shopify.spinner-type),Stapler features (product.metafields.shopify.stapler-features),Suitcase handle type (product.metafields.shopify.suitcase-handle-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Status
copy-of-original®-trolley-bag-4pc-set-14-20-24-28-with-beauty-case,,,,,,,,,Checked Large 28-Inch Zig Zag Style,,,Black,,,,,004 322-28 BK,0.0,shopify,10,deny,manual,22.000,,true,true,,,,,'6901234000320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC01451_36e9e1d0-39e8-4dc5-997f-38ce34db197e.jpg?v=1752085507,kg,,,,,,
copy-of-original®-trolley-bag-4pc-set-14-20-24-28-with-beauty-case,,,,,,,,,Checked Large 28-Inch Zig Zag Style,,,Cream White,,,,,004 322-28 CR-WH,0.0,shopify,10,deny,manual,22.000,,true,true,,,,,'6901234000412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC01462_35b14743-1e26-4ea2-8105-c7a3435c309f.jpg?v=1752085507,kg,,,,,,
copy-of-original®-trolley-bag-4pc-set-14-20-24-28-with-beauty-case,,,,,,,,,Checked Large 28-Inch Zig Zag Style,,,Rolex Green,,,,,004 322-28 RX-GN,0.0,shopify,10,deny,manual,22.000,,true,true,,,,,'6901234000368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/DSC01440_dde91126-14c4-4dbe-8408-85a5e707fb60.jpg?v=1752085507,kg,,,,,,
business-card-ring-binder-visifix®-centium-200,Business card ring binder VISIFIX® CENTIUM 200,"<div class=""cms-block  pos-1 cms-block-gallery-buybox"" data-mce-fragment=""1"">
<div class=""cms-block-container"" data-mce-fragment=""1"">
<div class=""cms-block-container-row row cms-row"" data-mce-fragment=""1"">
<div class=""container"" data-mce-fragment=""1"">
<div class=""row product-detail-main"" data-mce-fragment=""1"">
<div class=""col-xl-6 product-detail-buy"" data-mce-fragment=""1"">
<div class=""product-detail-buy js-magnifier-zoom-image-container"" data-mce-fragment=""1"">
<div class=""product-detail-buy__offers"" data-mce-fragment=""1"" itemprop=""offers"" itemscope="""" itemtype=""http://schema.org/Offer"">
<div class=""product-detail-name-container d-none d-xl-block"" data-mce-fragment=""1"">
<div class=""product-detail-ordernumber copy copy-medium"" data-mce-fragment=""1"">Art. No. 240301</div>
</div>
<div class=""product-detail-configurator-container"" data-mce-fragment=""1"">
<div class=""product-detail-configurator"" data-mce-fragment=""1""><form data-variant-switch=""true"" data-variant-switch-options='{""url"":""https:\/\/www.durable.eu\/en_DE\/detail\/512c5cad6c37edb98ae91c8a76c3a291\/switch""}' data-mce-fragment=""1"">
<div class=""product-detail-configurator-group"" data-mce-fragment=""1"">
<div class=""product-detail-configurator-group-title"" data-mce-fragment=""1"">
<span class=""product-detail-configurator-group__title"" data-mce-fragment=""1"">Colour:</span><span data-mce-fragment=""1""> </span><span class=""product-detail-configurator-group__color"" data-mce-fragment=""1"">black</span>
</div>
<div class=""product-detail-configurator-options"" data-mce-fragment=""1"">
<div class=""product-detail-configurator-option"" data-mce-fragment=""1""><label class=""product-detail-configurator-option-label is-combinable is-display-media"" title=""black"" for=""20c7a4cae314a8d02cfbe4ead8523302-5f96d9a7f9ca7571c57e3d5eeeaa2e58"" data-mce-fragment=""1""><img src=""https://www.durable.eu/media/15/56/94/1700657895/c.DurableProduct.SAP_MVKE_MVGR1.01.jpg"" alt=""black"" title=""black"" class=""product-detail-configurator-option-image ls-is-cached lazyloaded"" width=""81"" height=""81"" data-mce-fragment=""1"" data-mce-src=""https://www.durable.eu/media/15/56/94/1700657895/c.DurableProduct.SAP_MVKE_MVGR1.01.jpg""></label></div>
</div>
</div>
</form></div>
</div>
<div class=""row product-detail-price-row"" data-mce-fragment=""1"">
<div class=""col-12 col-md-6"" data-mce-fragment=""1"">
<div class=""product-detail-price-details"" data-mce-fragment=""1"">
<span class=""title"" data-mce-fragment=""1"">Packaging unit</span>: 1 piece</div>
</div>
</div>
<div class=""product-detail-commerce-connector-link col-12 col-md-6 offset-md-6"" data-mce-fragment=""1"">
<a href=""https://www.durable.eu/en_DE/business-card-ring-binder-visifix-centium-200/240301#commerce-connector"" class=""btn btn-default btn-primary"" data-auto-event-observed=""true"" data-mce-fragment=""1"" data-mce-href=""https://www.durable.eu/en_DE/business-card-ring-binder-visifix-centium-200/240301#commerce-connector""></a><br>
</div>
<div class=""product-detail-commerce-connector-link col-12 col-md-6 offset-md-6"" data-mce-fragment=""1""><br></div>
<div class=""product-detail-commerce-connector-link col-12 col-md-6 offset-md-6"" data-mce-fragment=""1"">
<span>• Business card ring binder with satin-finished surface with decorative numbers</span><br><span>• 25 pockets for 200 business cards in 90 x 57 mm format</span><br><span>• Incl. 12-part A–Z index</span><br><span>• Extendable by 80 cards with pockets extension set # 2387</span>
</div>
<div class=""product-detail-commerce-connector-link col-12 col-md-6 offset-md-6"" data-mce-fragment=""1"">
<span></span><br>
</div>
<div class=""product-detail-commerce-connector-link col-12 col-md-6 offset-md-6"" data-mce-fragment=""1"">
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Number of Sleeves included</strong></div>
<div class=""col-12 col-md-6""><span>25</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Filing mechanism</strong></div>
<div class=""col-12 col-md-6""><span>4-ring mechanism</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Tab Classification (number of sheets)</strong></div>
<div class=""col-12 col-md-6""><span>12-tlg.</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Register type</strong></div>
<div class=""col-12 col-md-6""><span>Letter register A-Z</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Tab type</strong></div>
<div class=""col-12 col-md-6""><span>embossed</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Surface finish</strong></div>
<div class=""col-12 col-md-6""><span>matt-gloss</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Outer width (mm)</strong></div>
<div class=""col-12 col-md-6""><span>145</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Outer height (mm)</strong></div>
<div class=""col-12 col-md-6""><span>255</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Filling quantity/Filling quantity for</strong></div>
<div class=""col-12 col-md-6""><span>200 business card(s)</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Format/Format for</strong></div>
<div class=""col-12 col-md-6""><span>90 x 57 mm</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Main material</strong></div>
<div class=""col-12 col-md-6""><span>plastics</span></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""cms-block  pos-2 cms-block-tc-commerce-connector"" data-mce-fragment=""1"">
<div class=""cms-block-container"" data-mce-fragment=""1"">
<div class=""cms-block-container-row row cms-row"" data-mce-fragment=""1"">
<div class=""commerce-connector-block separator-block-padding-small"" id=""commerce-connector"" data-mce-fragment=""1"">
<div class=""container"" data-mce-fragment=""1"">
<div class=""content"" data-mce-fragment=""1"">
<div id=""cci-inline-root"" data-mce-fragment=""1"">
<div class=""cc-InlineWidget-module-container_1QBo-"" data-mce-fragment=""1"">
<div class=""cc-InlineWidget-module-header_1QMVB"" data-ccid=""inline-header"" data-mce-fragment=""1"">
<div class=""cc-InlineWidget-module-countrySelector_tioCL"" data-ccid=""inline-country-selector"" data-mce-fragment=""1"">
<div class=""cc-Dropdown-module-container_1MXKl"" data-mce-fragment=""1""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Durable,Office Supplies > Filing & Organization > Card Sleeves,Display Books,"Books & Forms, Brands, Desk Accessories, DURABLE, FILES, Filing, Office Supplies",true,Title,Default Title,,,,,,,,008 2403 01,0.0,shopify,15,deny,manual,5.000,,true,true,,,,,'4005546223223,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2403_01_GEN_A.jpg?v=1701324402,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
business-card-ring-binder-visifix®-centium-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2403_01_GEN_B.jpg?v=1701324402,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extension-set-pockets-visifix®-200-a4,Extension set pockets VISIFIX® 200 A4,"<div class=""product-detail-name-container d-none d-xl-block"" data-mce-fragment=""1"">
<div class=""product-detail-ordernumber copy copy-medium"" data-mce-fragment=""1"">Art. No. 238919</div>
</div>
<div class=""product-detail-configurator-container"" data-mce-fragment=""1"">
<div class=""product-detail-configurator"" data-mce-fragment=""1""><form data-variant-switch=""true"" data-variant-switch-options='{""url"":""https:\/\/www.durable.eu\/en_DE\/detail\/a60937eba57758ed45b6d3e91e8659f3\/switch""}' data-mce-fragment=""1"">
<div class=""product-detail-configurator-group"" data-mce-fragment=""1"">
<div class=""product-detail-configurator-group-title"" data-mce-fragment=""1"">
<span class=""product-detail-configurator-group__title"" data-mce-fragment=""1"">Colour:</span><span data-mce-fragment=""1""> </span><span class=""product-detail-configurator-group__color"" data-mce-fragment=""1"">transparent</span>
</div>
<div class=""product-detail-configurator-options"" data-mce-fragment=""1"">
<div class=""product-detail-configurator-option"" data-mce-fragment=""1""><label class=""product-detail-configurator-option-label is-combinable is-display-media"" title=""transparent"" for=""20c7a4cae314a8d02cfbe4ead8523302-20be819697357c1949014777f77ab4f1"" data-mce-fragment=""1""><img src=""https://www.durable.eu/media/1a/84/72/1700657894/c.DurableProduct.SAP_MVKE_MVGR1.19.jpg"" alt=""transparent"" title=""transparent"" class=""product-detail-configurator-option-image ls-is-cached lazyloaded"" width=""67"" height=""67"" data-mce-fragment=""1"" data-mce-src=""https://www.durable.eu/media/1a/84/72/1700657894/c.DurableProduct.SAP_MVKE_MVGR1.19.jpg""></label></div>
</div>
</div>
</form></div>
</div>
<div class=""row product-detail-price-row"" data-mce-fragment=""1"">
<div class=""col-12 col-md-6"" data-mce-fragment=""1"">
<div class=""product-detail-price-details"" data-mce-fragment=""1"">
<span class=""title"" data-mce-fragment=""1"">Packaging unit</span>: 10 pieces / bag</div>
<div class=""product-detail-price-details"" data-mce-fragment=""1""><br></div>
<div class=""product-detail-price-details"" data-mce-fragment=""1"">
<span>• 10 business card pockets in A4 format for 200 business cards in 90 x 57 mm format</span><br><span>• Extension set for VISIFIX product # 2384, 2388, 2409 and 2462</span><br><span>• With universal punching for A4 format ring binders and folders</span>
</div>
<div class=""product-detail-price-details"" data-mce-fragment=""1"">
<span></span><br>
</div>
<div class=""product-detail-price-details"" data-mce-fragment=""1"">
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Outer width (mm)</strong></div>
<div class=""col-12 col-md-6""><span>210</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Outer height (mm)</strong></div>
<div class=""col-12 col-md-6""><span>297</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Filling quantity/Filling quantity for</strong></div>
<div class=""col-12 col-md-6""><span>200 business card(s)</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Format/Format for</strong></div>
<div class=""col-12 col-md-6""><span>90 x 57 mm</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Orientation Format</strong></div>
<div class=""col-12 col-md-6""><span>landscape</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Main material</strong></div>
<div class=""col-12 col-md-6""><span>plastics</span></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Stationery Online KW,Office Supplies > Filing & Organization > Card Sleeves,"","",true,Title,Default Title,,,,,,,,008 2389 19,0.0,shopify,38,deny,manual,2.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2389_19_GEN_A.jpg?v=1701323981,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
extension-set-pockets-visifix®-200-a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2389_19_GEN_D.jpg?v=1701323981,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extension-set-pockets-visifix®-200-a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2389_19_APP_A.jpg?v=1701323981,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extension-set-pockets-visifix®-200-a4-pack-of-10s,Extension set pockets VISIFIX® 200 A4 Pack of 10's,"<p><span data-mce-fragment=""1"">• 10 business card pockets in A4 format for 200 business cards in 90 x 57 mm format</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">• Extension set for VISIFIX product # 2384, 2388, 2409 and 2462</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">• With universal punching for A4 format ring binders and folders</span></p>
<div class=""product-detail-name-container d-none d-xl-block"">
<div class=""product-detail-ordernumber copy copy-medium"">Art. No. 238919</div>
</div>
<div class=""product-detail-configurator-container"">
<div class=""product-detail-configurator""><form data-variant-switch-options='{""url"":""https:\/\/www.durable.eu\/en_DE\/detail\/a60937eba57758ed45b6d3e91e8659f3\/switch""}' data-variant-switch=""true"">
<div class=""product-detail-configurator-group"">
<div class=""product-detail-configurator-group-title"">
<span class=""product-detail-configurator-group__title"">Colour:</span><span> </span><span class=""product-detail-configurator-group__color"">transparent</span>
</div>
<div class=""product-detail-configurator-options"">
<div class=""product-detail-configurator-option""><label for=""20c7a4cae314a8d02cfbe4ead8523302-20be819697357c1949014777f77ab4f1"" title=""transparent"" class=""product-detail-configurator-option-label is-combinable is-display-media""><img class=""product-detail-configurator-option-image ls-is-cached lazyloaded"" title=""transparent"" alt=""transparent"" src=""https://www.durable.eu/media/1a/84/72/1700657894/c.DurableProduct.SAP_MVKE_MVGR1.19.jpg"" width=""25"" height=""25""></label></div>
</div>
</div>
</form></div>
</div>",Stationery Online KW,,"","",false,Title,Default Title,,,,,,,,008 2389 19,0.0,shopify,0,deny,manual,2.500,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,draft
extension-set-pockets-visifix®-80,Extension set pockets VISIFIX® 80 Pack of 10's,"<p><span data-mce-fragment=""1""> 10 pockets for 80 business cards in 90 x 57 mm format</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">• Extension set for business card album product # 2372, 2383, 2385, 2403, 2441 and 2461.</span></p>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Filling quantity/Filling quantity for</strong></div>
<div class=""col-12 col-md-6""><span>80 business card(s)</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Format/Format for</strong></div>
<div class=""col-12 col-md-6""><span>90 x 57 mm</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Orientation Format</strong></div>
<div class=""col-12 col-md-6""><span>landscape</span></div>
</div>
</div>
</div>
</div>
</div>
<div class=""data-list-item"">
<div class=""copy copy-medium"">
<div class=""row"">
<div class=""col"">
<div class=""row h-100"">
<div class=""col-12 col-md-6""><strong>Main material</strong></div>
<div class=""col-12 col-md-6""><span>plastics</span></div>
</div>
</div>
</div>
</div>
</div>
<p> </p>",Durable,Office Supplies > Filing & Organization > Card Sleeves,Address Books,"Brands, DURABLE, Filing, Office Supplies, Page Wallets",true,Title,Default Title,,,,,,,,008 2387 19,0.0,shopify,100,deny,manual,1.500,,true,true,,,,,'4005546250236,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2387_19_GEN_A.jpg?v=1701175586,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
extension-set-pockets-visifix®-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2387_19_GEN_B.jpg?v=1701175587,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business-card-ring-binder-visifix®-200,Business card ring binder VISIFIX® 200,"<span data-mce-fragment=""1"">• Business card ring binder with matt finished surface with decorative silver stripes</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">• 25 pockets for 200 business cards in 90 x 57 mm format</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">• Incl. 12-part A–Z index</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">• Extendable by 80 cards with pockets extension set # 2387</span>",Durable,Office Supplies > Filing & Organization > Card Sleeves,Display Books,"Books & Forms, Brands, Desk Accessories, DURABLE, FILES, Filing, Office Supplies",true,Title,Default Title,,,,,,,,008 2385 58,0.0,shopify,19,deny,manual,5.500,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2385_58_GEN_A_31f95a9a-785a-4ca9-939b-e2c0025287b1.jpg?v=1701975337,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,active
business-card-ring-binder-visifix®-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2385_58_GEN_B_08887d6f-af61-479a-82f2-b7865952bcb2.jpg?v=1701975337,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
business-card-ring-binder-visifix®-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0510/5932/7173/files/2385_58_IMA_A_5cd5c9d6-ef7b-4cdc-b740-865783e536ff.jpg?v=1701975337,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
